Station Name,Province,Latitude,Longitude
MOBILE,NEWFOUNDLAND,47.25,-52.85
MOCKINGBIRD LO,ALBERTA,51.43,-115.08
MOE'S RIVER,QUEBEC,45.25,-71.78
MOFFAT CREEK,BRITISH COLUMBIA,52.23,-121.48
MOHA,BRITISH COLUMBIA,50.88,-122.27
MOISIE,QUEBEC,50.22,-66.2
MOLANOSA,SASKATCHEWAN,54.5,-105.53
MONARCH,ALBERTA,49.81,-113.16
MONCTON,NEW BRUNSWICK,46.1,-64.79
MONCTON / GREATER MONCTON ROMEO LEBLANC INTL A,NEW BRUNSWICK,46.11,-64.68
MONCTON A,NEW BRUNSWICK,46.11,-64.68
MONCTON/GREATER MONCTON ROMEO LEBLANC INTL A,NEW BRUNSWICK,46.11,-64.68
MONETVILLE,ONTARIO,46.14,-80.31
MONETVILLE 2,ONTARIO,46.22,-80.3
MONITOR,ALBERTA,52.02,-110.55
MONKTON,ONTARIO,43.67,-81.03
MONO CENTRE,ONTARIO,44.03,-80.02
MONO MILLS THERAFIELD,ONTARIO,43.97,-79.98
MONT APICA,QUEBEC,47.97,-71.42
MONT BLEU,QUEBEC,47.57,-69.38
MONT BRUN,QUEBEC,48.42,-78.73
MONT JOLI A,QUEBEC,48.61,-68.21
MONT LAURIER,QUEBEC,46.57,-75.55
MONT LAURIER,QUEBEC,46.57,-75.5
MONT LOGAN,QUEBEC,48.9,-66.63
MONT LOUIS,QUEBEC,49.23,-65.73
MONT MEGANTIC,QUEBEC,45.45,-71.15
MONT ST HILAIRE,QUEBEC,45.55,-73.08
MONT ST HILAIRE,QUEBEC,45.58,-73.18
MONT ST HILAIRE MCGILL,QUEBEC,45.55,-73.17
MONT STE ANNE,QUEBEC,47.08,-70.9
MONT STE-ANNE,QUEBEC,47.07,-70.91
MONT WRIGHT,QUEBEC,52.75,-67.33
MONT-JOLI,QUEBEC,48.6,-68.19
MONT-JOLI A,QUEBEC,48.6,-68.22
MONT-ORFORD,QUEBEC,45.31,-72.24
MONTAGUE,PRINCE EDWARD ISLAND,46.2,-62.67
MONTAGUE,ONTARIO,44.93,-75.95
MONTBEILLARD,QUEBEC,48.05,-79.27
MONTE CREEK,BRITISH COLUMBIA,50.65,-119.95
MONTE CREEK WEST,BRITISH COLUMBIA,50.65,-120.02
MONTE LAKE,BRITISH COLUMBIA,50.52,-119.85
MONTE LAKE 2,BRITISH COLUMBIA,50.52,-119.85
MONTE LAKE PAXTON VALLEY,BRITISH COLUMBIA,50.53,-119.8
MONTEBELLO,QUEBEC,45.65,-74.93
MONTEBELLO (SEDBERGH),QUEBEC,45.7,-74.93
MONTEBELLO SEIGNIORY,QUEBEC,45.65,-74.95
MONTICELLO,PRINCE EDWARD ISLAND,46.47,-62.47
MONTICELLO,ONTARIO,43.97,-80.4
MONTMAGNY,QUEBEC,46.97,-70.58
MONTMARTRE,SASKATCHEWAN,50.12,-103.55
MONTMARTRE,SASKATCHEWAN,50.25,-103.47
MONTREAL FALLS,ONTARIO,47.27,-84.43
MONTREAL FALLS,ONTARIO,47.25,-84.4
MONTREAL ICE CONTROL,QUEBEC,45.47,-73.5
MONTREAL INTL A,QUEBEC,45.47,-73.74
MONTREAL JAR BOT,QUEBEC,45.57,-73.55
MONTREAL JEAN BREBEUF,QUEBEC,45.5,-73.62
MONTREAL LAFONTAINE,QUEBEC,45.52,-73.57
MONTREAL LAKE,SASKATCHEWAN,53.62,-105.67
MONTREAL LOYOLA,QUEBEC,45.47,-73.63
MONTREAL MCGILL,QUEBEC,45.5,-73.58
MONTREAL MIRABEL INTL A,QUEBEC,45.68,-74.04
MONTREAL RIVER,ONTARIO,47.12,-79.48
MONTREAL RIVER (AUT),ONTARIO,47.25,-84.6
MONTREAL-EST,QUEBEC,45.63,-73.55
MONTREAL/MIRABEL INT'L A,QUEBEC,45.67,-74.03
MONTREAL/PIERRE ELLIOTT TRUDEAU INTL,QUEBEC,45.47,-73.74
MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,QUEBEC,45.47,-73.75
MONTREAL/ST-HUBERT,QUEBEC,45.52,-73.42
MONTREAL/ST-HUBERT A,QUEBEC,45.52,-73.42
MONTREAL/ST-HUBERT A,QUEBEC,45.52,-73.42
MOON LAKE,ALBERTA,53.47,-114.98
MOONSTONE,ONTARIO,44.63,-79.67
MOOSE BAY KIPAWA,QUEBEC,46.78,-78.98
MOOSE CREEK,ONTARIO,45.25,-75.03
MOOSE CREEK,YUKON TERRITORY,63.52,-137.02
MOOSE CREEK WELLS,ONTARIO,45.25,-74.96
MOOSE FACTORY,ONTARIO,51.23,-80.5
MOOSE JAW A,SASKATCHEWAN,50.33,-105.57
MOOSE JAW CHAB,SASKATCHEWAN,50.38,-105.7
MOOSE JAW CS,SASKATCHEWAN,50.33,-105.54
MOOSE JAW SNOW,SASKATCHEWAN,50.34,-105.55
MOOSE LAKE,ONTARIO,48.83,-91.6
MOOSE LAKE,MANITOBA,49.2,-95.32
MOOSE MOUNTAIN PARK,SASKATCHEWAN,49.83,-102.28
MOOSE MOUNTAIN RESERVOIR,SASKATCHEWAN,49.88,-103.02
MOOSE MTN LO,ALBERTA,50.92,-114.83
MOOSE WALLOW,ALBERTA,54.23,-115.02
MOOSEHORN,MANITOBA,51.28,-98.4
MOOSEHORN,MANITOBA,51.3,-98.62
MOOSEHORN COOK,MANITOBA,51.28,-98.42
MOOSOMIN,SASKATCHEWAN,50.13,-101.67
MOOSONEE,ONTARIO,51.29,-80.61
MOOSONEE A,ONTARIO,51.29,-80.61
MOOSONEE AWOS,ONTARIO,51.28,-80.6
MOOSONEE RCS,ONTARIO,51.29,-80.62
MOOSONEE UA,ONTARIO,51.27,-80.65
MORDEN,MANITOBA,49.18,-98.1
MORDEN CDA,MANITOBA,49.18,-98.08
MORDEN CDA CS,MANITOBA,49.19,-98.08
MORDEN RADIO,MANITOBA,49.25,-98
MORELL SNOW,PRINCE EDWARD ISLAND,46.43,-62.72
MORESBY ISLAND MITCHELL INLET,BRITISH COLUMBIA,52.93,-132.13
MORFEE LAKES MILL SITE,BRITISH COLUMBIA,55.3,-123.17
MORGANSTON,ONTARIO,44.17,-77.83
MORICE RIVER FDR,BRITISH COLUMBIA,54.2,-126.9
MORICE RIVER HOUSTON,BRITISH COLUMBIA,54.32,-126.8
MORICETOWN,BRITISH COLUMBIA,55.05,-127.3
MORIN HEIGHTS,QUEBEC,45.92,-74.27
MORLEY RIVER,YUKON TERRITORY,60.02,-132.17
MORNINGSIDE,ALBERTA,52.57,-113.57
MORPETH,ONTARIO,42.38,-81.87
MORRIN,ALBERTA,51.65,-112.6
MORRIN AGDM,ALBERTA,51.66,-112.68
MORRIS,MANITOBA,49.35,-97.37
MORRIS 2,MANITOBA,49.43,-97.48
MORRIS EXP ST,MANITOBA,49.37,-97.38
MORRISBURG,ONTARIO,44.92,-75.19
MORRISTON,ONTARIO,43.47,-80.12
MORTLACH EXP ST,SASKATCHEWAN,50.45,-106.05
MORVEN IHD,ONTARIO,44.25,-76.85
MOSLEY CREEK SAND CREEK,BRITISH COLUMBIA,51.6,-125
MOSS SPUR,MANITOBA,49.98,-96.13
MOSSLEIGH,ALBERTA,50.66,-113.28
MOSSLEIGH AGCM,ALBERTA,50.67,-113.35
MOSSLEIGH BURNAY,ALBERTA,50.72,-113.3
MOSSLEY,ONTARIO,42.92,-80.97
MOUL CREEK CLEARWATER,BRITISH COLUMBIA,51.87,-120.02
MOULD BAY A,NORTHWEST TERRITORIES,76.23,-119.33
MOULD BAY CAMP,NORTHWEST TERRITORIES,76.23,-119.32
MOULD BAY CS,NORTHWEST TERRITORIES,76.24,-119.35
MOUND,ALBERTA,51.68,-114.52
MOUNT BRYDGES,ONTARIO,42.9,-81.55
MOUNT CARLETON,NEW BRUNSWICK,47.42,-66.93
MOUNT EISENHOWER,ALBERTA,51.25,-115.95
MOUNT FOREST,ONTARIO,43.98,-80.75
MOUNT FOREST,ONTARIO,43.97,-80.75
MOUNT FOREST (AUT),ONTARIO,43.98,-80.75
MOUNT KIDD LO,ALBERTA,50.92,-115.17
MOUNT ODLUM,ALBERTA,50.48,-114.9
MOUNT PLEASANT,NEW BRUNSWICK,45.43,-66.82
MOUNT ROBSON RANCH,BRITISH COLUMBIA,53.02,-119.23
MOUNT SEYMOUR,BRITISH COLUMBIA,49.43,-122.95
MOUNT ST PATRICK,ONTARIO,45.33,-76.88
MOUNT UNIACKE,NOVA SCOTIA,44.9,-63.83
MOUNTAIN AIRE LODGE,ALBERTA,51.65,-115.28
MOUNTAIN GAP,MANITOBA,51.13,-100.75
MOUNTAIN VIEW,ALBERTA,49.13,-113.63
MOUNTAIN VIEW,ONTARIO,44.08,-77.38
MOUNTAIN VIEW BIRDSEYE,ALBERTA,49.12,-113.73
MOUNTAIN VIEW LODGE,YUKON TERRITORY,61.63,-139.67
MOUNTAIN VIEW VILLAGE,ALBERTA,49.13,-113.59
MOUNTAINVIEW,ONTARIO,44.05,-77.3
MOUNTSBERG,ONTARIO,43.47,-80.03
MOYIE,BRITISH COLUMBIA,49.28,-115.83
MT ALBION CONSERVATION,ONTARIO,43.2,-79.83
MT BALDY,BRITISH COLUMBIA,49.15,-119.23
MT KOBAU OBSERVATORY,BRITISH COLUMBIA,49.12,-119.68
MT LOLO ADMIN KAMLOOPS,BRITISH COLUMBIA,50.78,-120.18
MT LOLO KAMLOOPS,BRITISH COLUMBIA,50.8,-120.13
MT RUNDLE EAST,ALBERTA,51.12,-115.47
MT WASHINGTON,BRITISH COLUMBIA,49.75,-125.29
MT WASHINGTON RESORT,BRITISH COLUMBIA,49.75,-125.29
MT WASHINGTON UPPER,BRITISH COLUMBIA,49.75,-125.29
MUD BAY,BRITISH COLUMBIA,49.47,-124.79
MUENSTER,SASKATCHEWAN,52.33,-105
MUIR,ONTARIO,43.1,-80.58
MUIR CREEK 1W,BRITISH COLUMBIA,48.38,-123.88
MULE CREEK,BRITISH COLUMBIA,59.78,-136.6
MULVILHILL,MANITOBA,50.95,-98.2
MUNCHO LAKE,BRITISH COLUMBIA,58.93,-125.77
MUNDARE AGDM,ALBERTA,53.57,-112.3
MURDER CREEK,BRITISH COLUMBIA,55.52,-127.8
MURDER CREEK 2,BRITISH COLUMBIA,55.49,-127.83
MURDOCHVILLE,QUEBEC,48.95,-65.52
MURDOCHVILLE HOLLAND,QUEBEC,48.95,-65.52
MURDOCK WILSON,QUEBEC,48.52,-71.25
MUSGRAVE HARBOUR,NEWFOUNDLAND,49.45,-53.98
MUSKEG LO,ALBERTA,57.13,-110.9
MUSKEG RS,ALBERTA,53.92,-118.65
MUSKIKI SPRINGS,SASKATCHEWAN,52.32,-105.68
MUSKOKA,ONTARIO,44.97,-79.3
MUSKOKA A,ONTARIO,44.97,-79.3
MUSKOKA AWOS,ONTARIO,44.97,-79.3
MUSKOKA SNOW,ONTARIO,44.98,-79.05
MUSKRAT DAM,ONTARIO,53.44,-91.76
MUSKRAT DAM A,ONTARIO,53.44,-91.76
MUSKWA LO,ALBERTA,56.08,-114.65
MUSQUASH,NEW BRUNSWICK,45.2,-66.33
MYRA CREEK,BRITISH COLUMBIA,49.58,-125.61
MYRNAM AGCM,ALBERTA,53.72,-111.11
MYRT LAKE,ONTARIO,48.47,-90.72
MYRTLE,MANITOBA,49.4,-97.78
MYRTLE 2,MANITOBA,49.33,-97.77
N VAN SEYMOUR HATCHERY,BRITISH COLUMBIA,49.44,-122.97
N VANC GRAND BLVD,BRITISH COLUMBIA,49.32,-123.05
N VANC GROUSE MTN RESORT,BRITISH COLUMBIA,49.38,-123.08
N VANC SONORA DR,BRITISH COLUMBIA,49.36,-123.1
N VANCOUVER 2ND NARROWS,BRITISH COLUMBIA,49.3,-123.01
N VANCOUVER CANYON HTS,BRITISH COLUMBIA,49.37,-123.1
N VANCOUVER CAPILANO,BRITISH COLUMBIA,49.35,-123.12
N VANCOUVER CAPILANO HIGHLANDS,BRITISH COLUMBIA,49.35,-123.12
N VANCOUVER CLEVELAND,BRITISH COLUMBIA,49.36,-123.11
N VANCOUVER CLOVERLEY,BRITISH COLUMBIA,49.32,-123.05
N VANCOUVER DOLLARTON 2,BRITISH COLUMBIA,49.32,-122.95
N VANCOUVER GLENAIRE,BRITISH COLUMBIA,49.33,-123.12
N VANCOUVER LYNN CREEK,BRITISH COLUMBIA,49.37,-123.03
N VANCOUVER LYNN VALLEY,BRITISH COLUMBIA,49.35,-123.03
N VANCOUVER MOSQUITO CR,BRITISH COLUMBIA,49.35,-123.08
N VANCOUVER N LONSDALE,BRITISH COLUMBIA,49.35,-123.07
N VANCOUVER REDONDA DR,BRITISH COLUMBIA,49.37,-123.08
N VANCOUVER SEYMOUR BLVD,BRITISH COLUMBIA,49.32,-123.02
N VANCOUVER UPPER LYNN,BRITISH COLUMBIA,49.35,-123.03
N VANCOUVER UPR LONSDALE,BRITISH COLUMBIA,49.35,-123.07
N VANCOUVER W KEITH RD,BRITISH COLUMBIA,49.32,-123.08
N VANCOUVER WHARVES,BRITISH COLUMBIA,49.31,-123.12
NAAS HARBOUR,BRITISH COLUMBIA,54.93,-129.93
NACKAWIC,NEW BRUNSWICK,45.97,-67.23
NACO,ALBERTA,51.72,-110.8
NADINA RIVER,BRITISH COLUMBIA,53.9,-126.95
NADINA RIVER,BRITISH COLUMBIA,53.98,-126.38
NADINA RIVER,BRITISH COLUMBIA,54.17,-126.67
NADLUARDJUK LAKE,NUNAVUT,68.62,-73.21
NAGAGAMI,ONTARIO,49.77,-84.52
NAGAGAMI (AUT),ONTARIO,49.75,-84.16
NAHANNI BUTTE,NORTHWEST TERRITORIES,61.08,-123.38
NAHANNI VALLEY,NORTHWEST TERRITORIES,61.05,-123.37
NAIN,NEWFOUNDLAND,56.55,-61.68
NAIN A,NEWFOUNDLAND,56.55,-61.68
NAIN A,NEWFOUNDLAND,56.55,-61.68
NAIN A,NEWFOUNDLAND,56.55,-61.68
NAIRN,ONTARIO,43.09,-81.57
NAKINA A,ONTARIO,50.18,-86.7
NAKINA FORESTRY,ONTARIO,50.18,-86.7
NAKISKA RIDGETOP,ALBERTA,50.94,-115.19
NAKONAKE RIVER,BRITISH COLUMBIA,59,-133.48
NAKUSP,BRITISH COLUMBIA,50.25,-117.8
NAKUSP CS,BRITISH COLUMBIA,50.27,-117.82
NAKUSP GLENBANK,BRITISH COLUMBIA,50.27,-117.78
NAMEW LAKE,MANITOBA,54.22,-101.78
NAMU,BRITISH COLUMBIA,51.87,-127.87
NANAIMO,BRITISH COLUMBIA,49.18,-123.97
NANAIMO A,BRITISH COLUMBIA,49.05,-123.87
NANAIMO A,BRITISH COLUMBIA,49.05,-123.87
NANAIMO A,BRITISH COLUMBIA,49.05,-123.87
NANAIMO CHUB,BRITISH COLUMBIA,49.17,-123.93
NANAIMO CITY YARD,BRITISH COLUMBIA,49.2,-123.99
NANAIMO DEPARTURE BAY,BRITISH COLUMBIA,49.22,-123.95
NANAIMO NORTH,BRITISH COLUMBIA,49.22,-123.98
NANAIMO RIVER CAMP,BRITISH COLUMBIA,49.08,-124.08
NANAIMO WATER RESERVOIR,BRITISH COLUMBIA,49.15,-123.97
NANGMAGVIK LAKE,NORTHWEST TERRITORIES,74.14,-119.99
NANIKA RIVER HATCHERY,BRITISH COLUMBIA,54.1,-127.45
NANISIVIK A,NUNAVUT,72.98,-84.62
NANOOSE BAY,BRITISH COLUMBIA,49.28,-124.18
NANOOSE BAY SOUTH,BRITISH COLUMBIA,49.25,-124.18
NANTICOKE ESSO,ONTARIO,42.83,-80.05
NAPANEE,ONTARIO,44.23,-76.97
NAPINKA,MANITOBA,49.33,-100.85
NAPPAN AUTO,NOVA SCOTIA,45.76,-64.24
NAPPAN CDA,NOVA SCOTIA,45.77,-64.25
NARAMATA,BRITISH COLUMBIA,49.55,-119.57
NARAMATA,BRITISH COLUMBIA,49.62,-119.6
NARCISSE,MANITOBA,50.67,-97.65
NAROL,MANITOBA,50.05,-96.97
NARROW LAKES LO,ALBERTA,54.57,-113.68
NASHLYN,SASKATCHEWAN,49.2,-109.52
NASS CAMP,BRITISH COLUMBIA,55.24,-129.03
NASS RIVER,BRITISH COLUMBIA,55.42,-129.02
NATAL,BRITISH COLUMBIA,49.7,-114.92
NATAL HARMER RIDGE,BRITISH COLUMBIA,49.77,-114.83
NATAL KAISER RESOURCES,BRITISH COLUMBIA,49.75,-114.88
NATASHQUAN A,QUEBEC,50.19,-61.79
NATASHQUAN A,QUEBEC,50.18,-61.82
NATASHQUAN AIRPORT,QUEBEC,50.19,-61.81
NAUJAAT A,NUNAVUT,66.52,-86.22
NAUWIGEWAUK,NEW BRUNSWICK,45.47,-65.9
NAVAN,ONTARIO,45.43,-75.52
NAVER CREEK,BRITISH COLUMBIA,53.28,-122.48
NAVER CREEK AHBAU,BRITISH COLUMBIA,53.25,-122.33
NAYLOR HILLS LO,ALBERTA,57.67,-117.72
NAZKO,BRITISH COLUMBIA,52.92,-123.62
NECHAKO RIVER (AUT),BRITISH COLUMBIA,53.68,-124.83
NEEDLES WHATSHAN BCHPA,BRITISH COLUMBIA,49.9,-118.08
NEEDLES WHATSHAN PH,BRITISH COLUMBIA,49.92,-118.07
NEEPAWA A,MANITOBA,50.23,-99.5
NEEPAWA CSC,MANITOBA,50.23,-99.47
NEEPAWA MURRAY 6 SOUTHWEST,MANITOBA,50.15,-99.57
NEEPAWA WATER,MANITOBA,50.22,-99.47
NEIDPATH,SASKATCHEWAN,50.22,-107.1
NEILBURG,SASKATCHEWAN,52.8,-109.6
NEILS HARBOUR,NOVA SCOTIA,46.82,-60.32
NELSON,BRITISH COLUMBIA,49.48,-117.35
NELSON 2,BRITISH COLUMBIA,49.5,-117.28
NELSON 3,BRITISH COLUMBIA,49.52,-117.28
NELSON CITY HALL,BRITISH COLUMBIA,49.48,-117.35
NELSON CS,BRITISH COLUMBIA,49.49,-117.31
NELSON ISLAND,BRITISH COLUMBIA,49.7,-124.08
NELSON NE,BRITISH COLUMBIA,49.59,-117.21
NELSON NOTRE DAME U,BRITISH COLUMBIA,49.5,-117.27
NELSON RIXEN CREEK,BRITISH COLUMBIA,49.51,-117.4
NELSON VOCATIONAL SCHOOL,BRITISH COLUMBIA,49.48,-117.3
NEMAIA VALLEY CHILKO LK,BRITISH COLUMBIA,51.42,-124.07
NEMISCAU,QUEBEC,51.32,-77.02
NEPISIGUIT FALLS,NEW BRUNSWICK,47.4,-65.78
NEUDORF,SASKATCHEWAN,50.72,-103.52
NEUFCHATEL,QUEBEC,46.85,-71.37
NEUTRAL VALLEY,ALBERTA,52.13,-110.88
NEVILLE,SASKATCHEWAN,49.97,-107.58
NEW BRIGDEN,ALBERTA,51.72,-110.5
NEW BRIGDEN EAST,ALBERTA,51.68,-110.27
NEW CARLISLE,QUEBEC,48.03,-65.27
NEW CARLISLE 1,QUEBEC,48.01,-65.33
NEW CHELSEA,NEWFOUNDLAND,48.03,-53.22
NEW DENVER,BRITISH COLUMBIA,50,-117.37
NEW GERMANY,NOVA SCOTIA,44.55,-64.7
NEW GLASGOW,ONTARIO,42.51,-81.64
NEW GLASGOW,PRINCE EDWARD ISLAND,46.41,-63.35
NEW GLASGOW TRENTON,NOVA SCOTIA,45.62,-62.62
NEW GRAFTON,NOVA SCOTIA,44.42,-65.18
NEW HAZELTON,BRITISH COLUMBIA,55.23,-127.6
NEW IMPERIAL,YUKON TERRITORY,60.63,-135.08
NEW LISKEARD,ONTARIO,47.5,-79.67
NEW MEXICO,QUEBEC,45.35,-71.48
NEW RICHMOND,QUEBEC,48.17,-65.8
NEW RICHMOND EAST,QUEBEC,48.16,-65.84
NEW SAREPTA AGCM,ALBERTA,53.26,-113.17
NEW WESTM QUEENS PARK,BRITISH COLUMBIA,49.22,-122.92
NEW WESTMINSTER,BRITISH COLUMBIA,49.22,-122.93
NEW WESTMINSTER BC PEN,BRITISH COLUMBIA,49.22,-122.9
NEW WESTMINSTER WEST,BRITISH COLUMBIA,49.22,-122.93
NEWBROOK,ALBERTA,54.32,-112.95
NEWBROOK NORTH,ALBERTA,54.42,-112.8
NEWBURY,ONTARIO,42.72,-81.85
NEWCASTLE,NEW BRUNSWICK,47,-65.57
NEWGATE,BRITISH COLUMBIA,49.02,-115.15
NEWMARKET,ONTARIO,44.07,-79.43
NEWMARKET 2,ONTARIO,44.03,-79.4
NEWMARKET 3,ONTARIO,44.05,-79.43
NEWMARKET CHERRYWOOD,ONTARIO,44.07,-79.47
NEWMARKET WPCP,ONTARIO,44.07,-79.43
NEWTON,ONTARIO,43.58,-80.9
NEWTON,ONTARIO,43.58,-80.88
NEWTOWN CROSS,PRINCE EDWARD ISLAND,46.13,-62.83
NIAGARA FALLS,ONTARIO,43.13,-79.08
NIAGARA FALLS CHIPPAWA,ONTARIO,43.07,-79.05
NIAGARA FALLS NPCSH,ONTARIO,43.13,-79.05
NIAGARA FALLS ONT HYDRO,ONTARIO,43.08,-79.08
NIAGARA ON THE LAKE,ONTARIO,43.25,-79.13
NIAGARA ON THE LAKE GOLF,ONTARIO,43.25,-79.07
NICHOLSON PENINSULA,NORTHWEST TERRITORIES,69.93,-128.97
NICHOLSON PENINSULA 1,NORTHWEST TERRITORIES,69.92,-128.97
NICKLEN LAKE,BRITISH COLUMBIA,50.13,-119
NICOLA LAKE,BRITISH COLUMBIA,50.25,-120.45
NICOLA LAKE,BRITISH COLUMBIA,50.15,-120.65
NICOLA LAKE W END,BRITISH COLUMBIA,50.17,-120.63
NICOLET,QUEBEC,46.2,-72.62
NICOLET,QUEBEC,46.23,-72.66
NICTAU,NEW BRUNSWICK,47.23,-67.15
NIER AGDM,ALBERTA,51.37,-114.1
NILESTOWN,ONTARIO,42.98,-81.08
NIMPO LAKE,BRITISH COLUMBIA,52.35,-125.13
NIMPO LAKE 2,BRITISH COLUMBIA,52.33,-125.15
NINA LAKE,ALBERTA,57.32,-117.2
NINE MILE BRK (CAMP 68),NEW BRUNSWICK,47.68,-68.12
NINETTE,MANITOBA,49.4,-99.63
NINETTE 1 NW,MANITOBA,49.42,-99.65
NINETTE COLE,MANITOBA,49.4,-99.63
NINGA,MANITOBA,49.23,-99.85
NIPAWIN,SASKATCHEWAN,53.33,-104.01
NIPAWIN,SASKATCHEWAN,53.33,-104.02
NIPAWIN,SASKATCHEWAN,53.33,-104
NIPAWIN 2,SASKATCHEWAN,53.35,-104.02
NIPAWIN A,SASKATCHEWAN,53.33,-104
NIPIGON,ONTARIO,49,-88.25
NIPISSING,ONTARIO,46.1,-79.52
NIPISSING,ONTARIO,46.13,-79.53
NITCHEQUON,QUEBEC,53.2,-70.9
NITINAT LAKE,BRITISH COLUMBIA,48.75,-124.75
NITINAT LAKE (AUT),BRITISH COLUMBIA,48.67,-124.83
NITINAT RIVER HATCHERY,BRITISH COLUMBIA,48.86,-124.66
NITON JUNCTION CDA EPF,ALBERTA,53.6,-115.7
NIVERVILLE,MANITOBA,49.6,-97.05
NOBLEFORD,ALBERTA,49.87,-113.05
NOBLEFORD EXP ST,ALBERTA,49.88,-113.07
NOBLETON,ONTARIO,43.92,-79.6
NOEL,NOVA SCOTIA,45.28,-63.73
NOEL SHORE,NOVA SCOTIA,45.32,-63.65
NOEL SHORE EXP ST,NOVA SCOTIA,45.3,-63.65
NOKOMIS,SASKATCHEWAN,51.52,-105
NOLALU,ONTARIO,48.15,-89.88
NOLALU SSW22,ONTARIO,48.1,-89.88
NOMININGUE,QUEBEC,46.4,-75.08
NOOTKA LIGHTSTATION,BRITISH COLUMBIA,49.6,-126.62
NORA LEE NORTH,BRITISH COLUMBIA,53.98,-126.43
NORANDA,QUEBEC,48.25,-79.02
NORANDA LAKE DUFAULT,QUEBEC,48.28,-79
NORCO COAL,BRITISH COLUMBIA,53.82,-121.92
NORDEGG,ALBERTA,52.47,-116.08
NORDEGG CS,ALBERTA,52.49,-116.04
NORDEGG RS,ALBERTA,52.5,-116.05
NORMAN WELLS A,NORTHWEST TERRITORIES,65.28,-126.8
NORMAN WELLS A,NORTHWEST TERRITORIES,65.28,-126.8
NORMAN WELLS CLIMATE,NORTHWEST TERRITORIES,65.29,-126.75
NORMANDIN,QUEBEC,48.84,-72.55
NORMANDIN CDA,QUEBEC,48.85,-72.53
NORQUAY,SASKATCHEWAN,51.87,-102.07
NORQUAY,MANITOBA,49.48,-98.75
NORTH AUGUSTA,ONTARIO,44.75,-75.78
NORTH AUGUSTA MAHONEY,ONTARIO,44.73,-75.73
NORTH BATTLEFORD,SASKATCHEWAN,52.77,-108.24
NORTH BATTLEFORD,SASKATCHEWAN,52.77,-108.25
NORTH BATTLEFORD A,SASKATCHEWAN,52.77,-108.26
NORTH BATTLEFORD RCS,SASKATCHEWAN,52.77,-108.26
NORTH BAY,ONTARIO,46.32,-79.47
NORTH BAY A,ONTARIO,46.36,-79.42
NORTH BAY A,ONTARIO,46.36,-79.42
NORTH BAY A,ONTARIO,46.36,-79.42
NORTH BAY AIRPORT,ONTARIO,46.38,-79.4
NORTH BAY NIPISSING(AUT),ONTARIO,46.32,-79.48
NORTH BAY OWRC,ONTARIO,46.3,-79.47
NORTH BRUCE,ONTARIO,44.38,-81.42
NORTH BURNABY UNION,BRITISH COLUMBIA,49.28,-122.95
NORTH CAPE,PRINCE EDWARD ISLAND,47.06,-64
NORTH COOKING LAKE,ALBERTA,53.43,-113.18
NORTH COWICHAN,BRITISH COLUMBIA,48.82,-123.72
NORTH COWICHAN,BRITISH COLUMBIA,48.82,-123.72
NORTH EAST POND RIVER,NEWFOUNDLAND,47.63,-52.83
NORTH GOWER,ONTARIO,45.13,-75.72
NORTH GOWER,ONTARIO,45.1,-75.74
NORTH HARBOUR,NEWFOUNDLAND,47.13,-53.67
NORTH HATLEY,QUEBEC,45.28,-71.95
NORTH JULIUS,MANITOBA,50.07,-96.18
NORTH KINGSTON,NOVA SCOTIA,45.02,-64.97
NORTH LAKE,ONTARIO,48.13,-90.57
NORTH MOUNTAIN CS,NOVA SCOTIA,46.82,-60.67
NORTH NICOMEN,BRITISH COLUMBIA,49.2,-122.03
NORTH PENDER ISLAND,BRITISH COLUMBIA,48.76,-123.29
NORTH PINE CDA EPF,BRITISH COLUMBIA,56.43,-120.78
NORTH STAR,ALBERTA,56.83,-117.57
NORTH SYDNEY,NOVA SCOTIA,46.2,-60.27
NORTH VANC LONSDALE PARK,BRITISH COLUMBIA,49.33,-123.07
NORTH VANCOUVER BLUE RIDGE,BRITISH COLUMBIA,49.32,-123
NORTH VANCOUVER CITY,BRITISH COLUMBIA,49.32,-123.08
NORTH VANCOUVER DOLLARTON,BRITISH COLUMBIA,49.32,-122.95
NORTH VANCOUVER HOLYROOD,BRITISH COLUMBIA,49.35,-123.08
NORTH VANCOUVER NORGATE,BRITISH COLUMBIA,49.32,-123.12
NORTH WEST RIVER,NEWFOUNDLAND,53.52,-60.15
NORTH WEST RIVER,NEWFOUNDLAND,53.53,-60.15
NORTHEAST MARGAREE,NOVA SCOTIA,46.33,-60.97
NORTHEAST MARGAREE,NOVA SCOTIA,46.35,-61
NORTHEAST MARGAREE (AUT),NOVA SCOTIA,46.37,-60.98
NORTHGATE,SASKATCHEWAN,49,-102.27
NORTHSIDE,SASKATCHEWAN,53.53,-105.77
NORVAL,ONTARIO,43.65,-79.85
NORWAY HOUSE,MANITOBA,53.98,-97.83
NORWAY HOUSE,MANITOBA,53.97,-97.85
NORWAY HOUSE,MANITOBA,53.96,-97.84
NORWAY HOUSE A,MANITOBA,53.95,-97.85
NORWAY HOUSE FORESTRY,MANITOBA,54,-97.8
NORWOOD,ONTARIO,44.35,-78
NORWOOD,ONTARIO,44.38,-77.97
NOSE MOUNTAIN LO,ALBERTA,54.55,-119.58
NOTIGI,MANITOBA,55.9,-99.37
